id,Moeda,Preço,1h,24h,7d,30d,Volume 24h,Capitalização de Mercado,FDV,Cap/FDV
8979.0,Cub Finance  CUB,"R$ 0,00648",0.0%,0.9%,1.7%,4.0%,"R$ 99,77","R$ 79.330,38",R$ 227.160,35.0
8980.0,Mirada AI  MIRX,"R$ 0,001135",1.6%,1.6%,0.5%,33.9%,R$ 530.927,"R$ 79.242,92",R$ 1.122.575,7.0
8981.0,Aesoperator  AESOPERATOR,"R$ 0,00007892",0.1%,2.2%,2.8%,6.7%,"R$ 91,20","R$ 79.227,97","R$ 79.227,97",10.0
8982.0,Solympics  SOLYMPICS,"R$ 0,00007911",-,-,-,-,"R$ 33,70","R$ 79.103,96","R$ 79.103,96",10.0
8983.0,Grumpie  GRUMP,"R$ 0,0001388",-,-,-,-,"R$ 7,81","R$ 79.078,25","R$ 79.078,25",10.0
8984.0,Yod Agent  YOD,"R$ 0,0000879",-,4.3%,8.3%,12.4%,"R$ 44,01","R$ 79.070,21","R$ 79.070,21",10.0
8985.0,Eagle of Truth  EGL,"R$ 0,00008794",0.1%,2.8%,6.7%,15.9%,"R$ 190,94","R$ 78.918,67","R$ 78.918,67",10.0
8986.0,MAGA DOG  ATLAS,"R$ 0,00007893",-,-,-,-,"R$ 107,90","R$ 78.877,51","R$ 78.877,51",10.0
8987.0,Coinback  CBK,"R$ 0,07867",-,-,-,-,"R$ 848,70","R$ 78.667,53","R$ 78.667,53",10.0
8988.0,KZ  KZ,"R$ 0,061589",-,-,-,-,"R$ 176,01","R$ 78.601,61","R$ 78.601,61",10.0
8989.0,John McAIfee  MCAIFEE,"R$ 0,00007862",-,3.8%,0.7%,8.5%,"R$ 31,38","R$ 78.573,71","R$ 78.573,71",10.0
8990.0,Dream machine  $DREAM,"R$ 0,0004039",-,3.9%,4.8%,14.4%,"R$ 648,32","R$ 78.445,57",R$ 120.590,65.0
8991.0,Wiz  WIZ,"R$ 0,00007839",-,0.3%,6.0%,18.9%,"R$ 8,32","R$ 78.392,71","R$ 78.392,71",10.0
8992.0,Crypto Bro  LARRY,"R$ 0,0001318",-,-,-,-,"R$ 383,21","R$ 78.387,03","R$ 78.387,03",10.0
8993.0,dak  DAK,"R$ 0,00007821",-,-,-,-,"R$ 0,00","R$ 78.214,24","R$ 78.214,24",10.0
8994.0,WarpBeam  WPLAY,"R$ 0,004283",10.8%,11.6%,8.6%,16.0%,"R$ 651,51","R$ 78.165,02",R$ 1.563.300,5.0
8995.0,Aura AI  AURA,"R$ 0,0007815",-,-,-,-,"R$ 7,57","R$ 78.151,28","R$ 78.151,28",10.0
8996.0,CetCoinSOL  CET,"R$ 0,00007811",-,-,-,-,"R$ 82,22","R$ 78.107,51","R$ 78.107,51",10.0
8997.0,Venti  $VENTI,"R$ 0,00008188",-,-,-,-,"R$ 31,91","R$ 78.096,73","R$ 81.781,51",95.0
8998.0,Happy Dog  HAPPYDOG,"R$ 0,00007814",-,-,-,-,"R$ 9,19","R$ 78.048,38","R$ 78.048,38",10.0
8999.0,RiverBoat  RIB,"R$ 78,04",-,-,-,-,"R$ 1,51","R$ 78.041,18","R$ 78.041,18",10.0
9000.0,Mars  MARS,"R$ 0,057852",-,5.9%,5.4%,15.2%,"R$ 500,95","R$ 78.035,91","R$ 78.035,91",10.0
9001.0,AND IT'S GONE  GONE,"R$ 0,00007757",0.1%,2.1%,3.0%,26.0%,"R$ 67,57","R$ 77.936,42","R$ 77.936,42",10.0
9002.0,Zoo World  ZOO,"R$ 0,00007749",0.1%,7.7%,21.9%,84.4%,"R$ 2.338,02","R$ 77.868,52","R$ 77.868,52",10.0
9003.0,ROFLcopter  $ROFL,"R$ 0,0001338",-,-,-,-,"R$ 39,88","R$ 77.867,76","R$ 77.867,76",10.0
9004.0,PEPE BLACK  PEPE,"R$ 0,00007805",-,-,-,-,"R$ 14,32","R$ 77.770,97","R$ 77.770,97",10.0
9005.0,Trust Inspect  $TRUST,"R$ 0,000119",0.0%,0.8%,5.1%,3.2%,"R$ 52,24","R$ 77.643,36","R$ 98.594,54",79.0
9006.0,WIZZIE  WIZZIE,"R$ 0,00007767",-,-,-,-,"R$ 24,77","R$ 77.573,13","R$ 77.573,13",10.0
9007.0,Brooder  BROOD,"R$ 0,0000842",-,3.7%,0.8%,0.1%,"R$ 45,51","R$ 77.558,59","R$ 84.149,12",92.0
9008.0,BoltAI  BOLTAI,"R$ 0,00007713",0.1%,2.0%,0.8%,5.5%,"R$ 103,62","R$ 77.476,25","R$ 77.476,25",10.0
9009.0,QuantaAI  QAI,"R$ 0,0007722",0.3%,0.7%,3.5%,4.0%,"R$ 289,56","R$ 77.310,40","R$ 77.310,40",10.0
9010.0,Penose  PENOSE,"R$ 0,00007724",-,-,-,-,"R$ 20,66","R$ 77.244,59","R$ 77.244,59",10.0
9011.0,SQRBIT  SQRB,"R$ 0,0000227",0.1%,0.5%,34.0%,33.5%,"R$ 156,49","R$ 77.180,16",R$ 226.973,34.0
9012.0,Flare Token  1FLR,"R$ 0,00001928",0.4%,2.7%,10.1%,12.6%,"R$ 665,29","R$ 77.114,68","R$ 77.114,68",10.0
9013.0,Pipo  PIPO,"R$ 0,00007725",-,-,-,-,"R$ 18,85","R$ 77.105,64","R$ 77.105,64",10.0
9014.0,QUANT  QUANT,"R$ 0,00007683",0.3%,1.2%,1.9%,35.2%,"R$ 178,75","R$ 76.925,67","R$ 76.925,67",10.0
9015.0,Alaska  ALASKA,"R$ 0,00007654",0.5%,3.4%,39.4%,52.9%,"R$ 555,61","R$ 76.905,22","R$ 76.905,22",10.0
9016.0,FrontFanz  FANX,"R$ 0,0002807",0.3%,0.9%,0.0%,7.6%,"R$ 2.489,58","R$ 76.875,20",R$ 139.692,55.0
9017.0,Ai GCR  $AIGCR,"R$ 0,00007687",-,-,-,-,"R$ 54,66","R$ 76.821,28","R$ 76.821,28",10.0
9018.0,ACHI INU  ACHI,"R$ 0,00007681",0.1%,3.9%,0.4%,20.8%,"R$ 6,09","R$ 76.808,80","R$ 76.808,80",10.0
9019.0,Osmosis allTON  TON,"R$ 16,83",0.0%,3.7%,2.6%,10.9%,"R$ 1.669,92","R$ 76.756,68","R$ 76.756,68",10.0
9020.0,MAN  $MAN,"R$ 0,00007628",0.1%,2.3%,8.8%,3.2%,"R$ 438,13","R$ 76.648,46","R$ 76.648,46",10.0
9021.0,this will cook  WOMEN,"R$ 0,00007652",-,-,-,-,"R$ 10,35","R$ 76.414,70","R$ 76.414,70",10.0
9022.0,Driftin Cat  DRIFTY,"R$ 0,00007642",-,-,-,-,"R$ 14,47","R$ 76.341,56","R$ 76.341,56",10.0
9023.0,CoreConnect  CORE,"R$ 0,0007627",-,-,-,-,"R$ 1.788,95","R$ 76.268,95","R$ 76.268,95",10.0
9024.0,DragonWifBeard  DWB,"R$ 0,00007625",-,-,-,-,"R$ 18,61","R$ 76.196,35","R$ 76.196,35",10.0
9025.0,Linked Finance World  LFW,"R$ 0,004614",0.1%,2.2%,0.9%,0.8%,R$ 479.491,"R$ 76.074,27",R$ 922.873,8.0
9026.0,FartGPT  FARTGPT,"R$ 0,00007541",0.1%,0.5%,6.1%,2.0%,"R$ 382,05","R$ 75.760,09","R$ 75.760,09",10.0
9027.0,Aluna  ALN,"R$ 0,002131",-,-,-,-,"R$ 16,51","R$ 75.580,64",R$ 212.695,36.0
9028.0,MonkeyAI  MONKEYAI,"R$ 0,00007882",-,1.0%,5.5%,12.6%,"R$ 35,86","R$ 75.527,77","R$ 75.527,77",10.0
9029.0,MoonDog AI  MDOGAI,"R$ 0,00007547",-,-,-,-,"R$ 63,47","R$ 75.474,85","R$ 75.474,85",10.0
9030.0,otti  OTTI,"R$ 0,00007536",-,-,-,-,"R$ 7,36","R$ 75.364,29","R$ 75.364,29",10.0
9031.0,Komari  KOMA,"R$ 0,0007535",-,-,-,-,"R$ 1.391,63","R$ 75.350,88","R$ 75.350,88",10.0
9032.0,HoldOn4DearLife  HODL,"R$ 0,00007674",-,-,-,-,"R$ 382,83","R$ 75.204,71","R$ 75.204,71",10.0
9033.0,BrianArmstrongTrumpYellenGTA6  COIN,"R$ 0,000317",-,-,-,-,"R$ 56,83","R$ 75.204,13","R$ 75.204,13",10.0
9034.0,Crypto Hub  HUB,"R$ 0,004628",-,-,-,-,"R$ 87,63","R$ 75.127,18",R$ 106.440,71.0
9035.0,WOP COIN  WOP,"R$ 0,00007759",-,-,-,-,"R$ 11,22","R$ 75.106,60","R$ 75.106,60",10.0
9036.0,goatseglebe  GLEBE,"R$ 0,00007548",-,-,-,-,"R$ 31,98","R$ 75.023,47","R$ 75.023,47",10.0
9037.0,Fufu  FUFU,"R$ 0,00009375",0.3%,1.0%,2.7%,15.0%,"R$ 76,29","R$ 74.996,94","R$ 74.996,94",10.0
9038.0,KOK  KOK,"R$ 0,000698",0.1%,0.5%,32.3%,35.3%,"R$ 1.955,73","R$ 74.919,44",R$ 3.490.033,2.0
9039.0,Uhosu  UHOSU,"R$ 0,061775",-,-,-,-,"R$ 35,51","R$ 74.683,80","R$ 74.683,80",10.0
9040.0,Worms Among Us  WORMS,"R$ 0,00007555",-,-,-,-,"R$ 95,36","R$ 74.486,22","R$ 74.486,22",10.0
9041.0,Mascot of the Unholy Year  BUIO,"R$ 0,00007459",-,4.2%,7.0%,10.9%,"R$ 14,74","R$ 74.481,28","R$ 74.481,28",10.0
9042.0,URMOM  URMOM,"R$ 0,054137",-,-,-,-,"R$ 503,14","R$ 74.466,76","R$ 74.466,76",10.0
9043.0,Sully the shrimp  SULLY,"R$ 0,057444",-,-,-,-,"R$ 11,62","R$ 74.444,28","R$ 74.444,28",10.0
9044.0,4547  4547,"R$ 0,00007403",0.6%,2.4%,4.3%,14.8%,"R$ 2.955,30","R$ 74.395,59","R$ 74.395,59",10.0
9045.0,Yukie  YUKIE,"R$ 0,0000743",-,-,-,-,"R$ 18.531,61","R$ 74.276,32","R$ 74.276,32",10.0
9046.0,DOGELINK  DOGER,"R$ 0,00007793",-,-,-,-,"R$ 149,44","R$ 74.202,07","R$ 74.202,07",10.0
9047.0,Nexara  NXR,"R$ 0,0000742",-,-,-,-,"R$ 36,54","R$ 74.199,77","R$ 74.199,77",10.0
9048.0,Singularity  SGLY,"R$ 0,001259",-,-,-,-,"R$ 0,01259","R$ 74.164,09",R$ 264.483,28.0
9049.0,AdRise  RISE,"R$ 0,0009268",-,-,-,-,"R$ 194,23","R$ 74.142,69","R$ 92.678,36",8.0
9050.0,JBM  $JBM,"R$ 0,0001414",-,-,-,-,"R$ 170,36","R$ 74.096,83","R$ 77.637,70",95.0
9051.0,CHAD  CHAD,"R$ 0,00007724",-,-,-,-,"R$ 219,16","R$ 74.005,69","R$ 74.005,69",10.0
9052.0,Robotic Doge  DOGER,"R$ 0,06512",0.3%,0.3%,2.0%,5.7%,"R$ 553,08","R$ 73.987,69","R$ 73.987,69",10.0
9053.0,Chinau  CHINAU,"R$ 0,078222",-,0.0%,2.8%,21.9%,"R$ 20,94","R$ 73.952,16","R$ 73.952,16",10.0
9054.0,Solycat  SOLYCAT,"R$ 0,00007362",0.1%,1.7%,7.1%,12.4%,"R$ 6,60","R$ 73.949,31","R$ 73.949,31",10.0
9055.0,Edog  EDOG,"R$ 0,00007376",0.3%,5.8%,14.1%,61.2%,"R$ 1.308,84","R$ 73.761,11","R$ 73.761,11",10.0
9056.0,CHADY  CHADY,"R$ 0,00007373",-,-,-,-,"R$ 73,73","R$ 73.728,90","R$ 73.728,90",10.0
9057.0,Caviar  CAVIAR,"R$ 0,00007671",-,-,-,-,"R$ 133,63","R$ 73.717,75","R$ 73.717,75",10.0
9058.0,CAP  CAP,"R$ 0,00007362",-,-,-,-,"R$ 0,00","R$ 73.620,48","R$ 73.620,48",10.0
9059.0,Freakoff  FREAK,"R$ 0,00007362",-,-,-,-,"R$ 15,02","R$ 73.618,24","R$ 73.618,24",10.0
9060.0,Poison Finance  POI$ON,"R$ 0,01427",0.1%,0.3%,8.6%,22.5%,"R$ 663,53","R$ 73.610,73",R$ 121.996,6.0
9061.0,ECO AI  ECO,"R$ 0,00007422",0.3%,1.3%,5.5%,0.7%,"R$ 277,53","R$ 73.481,29","R$ 73.481,29",10.0
9062.0,Punkko  PUN,"R$ 0,00007372",-,-,-,-,"R$ 563,68","R$ 73.478,96","R$ 73.478,96",10.0
9063.0,War of Meme  WOME,"R$ 0,00007596",-,-,-,-,"R$ 18,61","R$ 73.470,35","R$ 75.768,22",97.0
9064.0,GM Frens  GM,"R$ 0,081057",-,-,-,-,"R$ 32,21","R$ 73.362,79","R$ 73.362,79",10.0
9065.0,Jack The Goat  JACK,"R$ 0,00007332",-,-,-,-,"R$ 61,45","R$ 73.318,21","R$ 73.318,21",10.0
9066.0,NEWERA  NEWERA,"R$ 0,00007303",0.1%,3.9%,4.6%,10.1%,"R$ 495,07","R$ 73.250,93","R$ 73.250,93",10.0
9067.0,Charm AI  CHARM,"R$ 0,00007304",0.1%,1.6%,14.0%,4.0%,"R$ 9,80","R$ 73.245,26","R$ 73.245,26",10.0
9068.0,Neka Kayda  NEKA,"R$ 0,0000731",0.2%,1.7%,2.0%,48.9%,"R$ 365,63","R$ 73.104,68","R$ 73.104,68",10.0
9069.0,XODEX  XODEX,"R$ 0,00001044",0.1%,0.5%,51.2%,96.2%,"R$ 273,32","R$ 73.093,58","R$ 97.106,46",75.0
9070.0,Bouncing Seals  SEALS,"R$ 0,0000731",-,-,-,-,"R$ 43,21","R$ 73.051,19","R$ 73.051,19",10.0
9071.0,Hopecoin  $HOPE,"R$ 0,0000726",0.1%,2.4%,10.8%,23.0%,"R$ 112,20","R$ 72.958,66","R$ 72.958,66",10.0
9072.0,lilcat  LILCAT,"R$ 0,00007287",-,-,-,-,"R$ 24,64","R$ 72.869,93","R$ 72.869,93",10.0
9073.0,BitNomad  BNOM,"R$ 0,0001214",-,-,-,-,"R$ 46,31","R$ 72.826,19","R$ 72.826,19",10.0
9074.0,Lumora  LMR,"R$ 0,00007282",-,-,-,-,"R$ 179,15","R$ 72.812,97","R$ 72.812,97",10.0
9075.0,predict  PREDICT,"R$ 0,001733",-,-,-,-,"R$ 140,21","R$ 72.806,68","R$ 72.806,68",10.0
9076.0,Splash Dog  BUSTER,"R$ 0,00007204",2.7%,4.5%,5.7%,9.8%,"R$ 1.606,36","R$ 72.381,69","R$ 72.381,69",10.0
9077.0,FERG  FERG,"R$ 0,00007193",0.4%,4.0%,9.5%,9.2%,"R$ 1.404,42","R$ 72.219,19","R$ 72.219,19",10.0
9078.0,Morti  MORTI,"R$ 0,0001041",0.1%,2.0%,6.5%,17.6%,"R$ 12,82","R$ 71.843,32","R$ 71.843,32",10.0
9079.0,BULLA  BULLA,"R$ 0,004047",-,-,-,-,"R$ 87,08","R$ 71.809,33","R$ 80.732,39",89.0
9080.0,Bscbook  BOOK,"R$ 0,00007165",-,-,-,-,"R$ 173,40","R$ 71.653,15","R$ 71.653,15",10.0
9081.0,MIKI  MIKI,"R$ 0,00007163",-,-,-,-,"R$ 64,32","R$ 71.634,56","R$ 71.634,56",10.0
9082.0,BOPPY  BOPPY,"R$ 0,00007156",0.1%,2.0%,0.3%,11.9%,"R$ 28,20","R$ 71.612,94","R$ 71.612,94",10.0
9083.0,Midle  MIDLE,"R$ 0,001295",0.2%,0.5%,12.7%,24.2%,R$ 1.895.356,"R$ 71.381,41",R$ 1.295.171,6.0
9084.0,FORTIFY AI  FAI,"R$ 0,00007122",-,-,-,-,"R$ 80,43","R$ 71.219,63","R$ 71.219,63",10.0
9085.0,ZALPHA  ZALPHA,"R$ 0,00007142",0.1%,1.4%,5.3%,12.4%,"R$ 71,49","R$ 71.175,99","R$ 71.175,99",10.0
9086.0,gib  GIB,"R$ 0,00007119",0.5%,10.1%,10.8%,5.3%,"R$ 8.572,91","R$ 71.128,18","R$ 71.128,18",10.0
9087.0,HORUS  HORUS,"R$ 0,0008757",-,-,-,-,"R$ 207,99","R$ 71.109,69","R$ 79.692,71",89.0
9088.0,BLOOD  $BLOOD,"R$ 0,078362",0.2%,2.2%,22.6%,7.1%,"R$ 73,77","R$ 70.983,12","R$ 70.983,12",10.0
9089.0,Aliens  ALIENS,"R$ 0,00007462",0.5%,58.3%,10.7%,13.1%,R$ 182.458,"R$ 70.971,19","R$ 70.971,19",10.0
9090.0,Skibidi Dop Dop  SKIBIDI,"R$ 0,0000929",0.7%,0.5%,4.8%,31.0%,R$ 753.499,"R$ 70.743,68","R$ 70.743,68",10.0
9091.0,Fu Bao  FUBAO,"R$ 0,091414",-,1.6%,26.4%,4.2%,"R$ 63,29","R$ 70.725,88","R$ 70.725,88",10.0
9092.0,Bob the Snek  BOB,"R$ 0,0000707",-,-,-,-,"R$ 110,00","R$ 70.668,18","R$ 70.668,18",10.0
9093.0,Himitsu  HIM,"R$ 0,00007304",-,-,-,-,"R$ 474,70","R$ 70.666,28","R$ 70.666,28",10.0
9094.0,Coin of the champions  COC,"R$ 0,097077",-,-,-,-,"R$ 0,00","R$ 70.556,00",R$ 702.708,1.0
9095.0,Black Swan  SWAN,"R$ 0,00007009",0.4%,0.9%,1.4%,50.1%,"R$ 403,99","R$ 70.429,94","R$ 70.429,94",10.0
9096.0,Outerscope  OUTER,"R$ 0,00008761",0.1%,2.0%,1.9%,9.4%,"R$ 75,26","R$ 70.371,94","R$ 87.996,43",8.0
9097.0,PEPIG  PEPIG,"R$ 0,00006994",0.1%,0.6%,5.2%,13.2%,"R$ 14,75","R$ 70.279,37","R$ 70.279,37",10.0
9098.0,Wrapped Alfa Romeo Racing Orlen (Kayen)  WSAUBER,"R$ 1,26",0.9%,1.1%,3.0%,0.8%,"R$ 768,61","R$ 70.208,25","R$ 70.208,25",10.0
9099.0,Skyrim Finance  SKYRIM,"R$ 0,001865",0.2%,2.0%,3.2%,8.8%,R$ 510.243,"R$ 70.170,74",R$ 186.460,38.0
9100.0,this will be worth alot  ALOT,"R$ 0,00006978",0.1%,3.2%,5.0%,3.8%,"R$ 139,55","R$ 70.120,15","R$ 70.120,15",10.0
9101.0,PIPI  PIPI,"R$ 0,0000701",-,-,-,-,"R$ 42,06","R$ 70.090,04","R$ 70.090,04",10.0
9102.0,Cairo  CAIRO,"R$ 0,00007001",-,-,-,-,"R$ 17,75","R$ 70.014,11","R$ 70.014,11",10.0
9104.0,Act II: The Peanut Prophecy  ACTP,"R$ 0,00006942",0.4%,1.8%,1.3%,12.4%,"R$ 954,97","R$ 69.657,75","R$ 69.657,75",10.0
9105.0,willy  WILLY,"R$ 0,00006947",1.4%,0.1%,4.6%,9.4%,"R$ 954,62","R$ 69.644,52","R$ 69.644,52",10.0
9103.0,Alux Jownes  JOWNES,"R$ 0,00006962",0.1%,5.9%,16.3%,75.6%,"R$ 765,64","R$ 69.617,91","R$ 69.617,91",10.0
9106.0,Mechazilla for Scale  MECHAZILLA,"R$ 0,00006935",0.4%,2.3%,0.2%,20.5%,"R$ 73,22","R$ 69.578,73","R$ 69.578,73",10.0
9107.0,PERI Finance  PERI,"R$ 0,005151",-,-,-,-,"R$ 88.950,91","R$ 69.555,60","R$ 97.818,36",71.0
9108.0,DREYERX NETWORK  DRX,"R$ 0,0006946",0.1%,1.8%,1.9%,36.1%,"R$ 571,00","R$ 69.540,92","R$ 69.540,92",10.0
9109.0,Meta Doge  METADOGE,"R$ 0,0106943",0.2%,9.5%,9.3%,2.8%,"R$ 68,06","R$ 69.434,25","R$ 69.434,25",10.0
9110.0,PEPE MAGA  PEPEMAGA,"R$ 0,0111642",0.1%,2.6%,11.4%,4.6%,"R$ 21,36","R$ 69.411,27","R$ 69.411,27",10.0
9111.0,Butterfly Ai  FLY,"R$ 0,006938",-,-,-,-,"R$ 27,55","R$ 69.383,94","R$ 69.383,94",10.0
9112.0,Whispy  WHISPY,"R$ 0,00006908",-,-,-,-,"R$ 31,74","R$ 69.011,80","R$ 69.011,80",10.0
9113.0,ju rugan  JU,"R$ 0,00006897",-,1.1%,5.0%,11.5%,"R$ 6,36","R$ 68.916,11","R$ 68.916,11",10.0
9114.0,Eyare  EYARE,"R$ 0,00006893",-,-,-,-,"R$ 19,51","R$ 68.835,30","R$ 68.835,30",10.0
9115.0,Kassandra  KACY,"R$ 0,01162",-,1.7%,0.1%,2.5%,"R$ 48,35","R$ 68.685,27",R$ 111.519,62.0
9116.0,SkateCat  SKATECAT,"R$ 0,00006865",-,-,-,-,"R$ 82,56","R$ 68.646,70","R$ 68.646,70",10.0
9117.0,Pacoca  PACOCA,"R$ 0,000136",0.0%,2.0%,3.5%,6.3%,"R$ 61,48","R$ 68.622,27","R$ 68.669,46",10.0
9118.0,Crow Computer  CROW,"R$ 0,00006857",-,2.1%,3.2%,0.8%,"R$ 30,74","R$ 68.584,36","R$ 68.584,36",10.0
9119.0,Smoking Eagle Dog  SED,"R$ 0,00006938",-,-,-,-,"R$ 39,91","R$ 68.517,38","R$ 68.517,38",10.0
9120.0,YDragon  YDR,"R$ 0,0005447",-,-,-,-,"R$ 371,19","R$ 68.513,21",R$ 272.352,25.0
9121.0,DOGWIF2.0  $WIF2,"R$ 0,00006849",-,-,-,-,"R$ 20,09","R$ 68.492,34","R$ 68.492,34",10.0
9122.0,gnom  GNOM,"R$ 0,00006852",2.9%,3.7%,5.9%,-,"R$ 7.521,46","R$ 68.433,83","R$ 68.433,83",10.0
9123.0,TOGE  TOGE,"R$ 0,06683",-,-,-,-,"R$ 183,59","R$ 68.301,89","R$ 68.301,89",10.0
9124.0,Charlie  CHARLIE,"R$ 0,00006824",-,-,-,-,"R$ 68,61","R$ 68.235,19","R$ 68.235,19",10.0
9125.0,AlphaDOGE  ALPHADOGE,"R$ 0,00009736",0.1%,4.7%,8.5%,10.7%,"R$ 196,63","R$ 68.104,06","R$ 68.104,06",10.0
9126.0,BL00P  BL00P,"R$ 0,00009306",-,-,-,-,"R$ 66,39","R$ 68.098,34","R$ 68.098,34",10.0
9127.0,deerman  DEERMAN,"R$ 0,00006801",-,-,-,-,"R$ 68,98","R$ 68.005,55","R$ 68.005,55",10.0
9128.0,ANGRYGUY  ANGRYGUY,"R$ 0,00006774",0.1%,3.1%,9.4%,16.6%,"R$ 600,37","R$ 67.923,42","R$ 67.923,42",10.0
9129.0,Shr00m  SHR00M,"R$ 0,00006808",0.4%,2.2%,4.6%,10.7%,"R$ 92,45","R$ 67.897,47","R$ 68.402,46",99.0
9130.0,Donkee  DONKEE,"R$ 0,00006789",-,-,-,-,"R$ 127,64","R$ 67.892,88","R$ 67.892,88",10.0
9131.0,Rock  ROCK,"R$ 0,091628",-,-,-,-,"R$ 191,61","R$ 67.856,35","R$ 67.856,35",10.0
9132.0,BlackHat Coin  BLKC,"R$ 0,00581",-,-,-,-,"R$ 63,19","R$ 67.671,73",R$ 122.006,55.0
9133.0,KUMA  KUMA,"R$ 0,066763",-,-,-,-,"R$ 12,59","R$ 67.630,98","R$ 67.630,98",10.0
9134.0,Book of Lies  BOL,"R$ 0,051089",-,-,-,-,"R$ 1.040,79","R$ 67.602,34","R$ 67.602,34",10.0
9135.0,MANYU  MANYU,"R$ 0,00007517",0.0%,2.3%,5.9%,8.4%,"R$ 25,13","R$ 67.582,48","R$ 75.170,65",9.0
9136.0,Spectrum  SPCTRM,"R$ 0,00006757",0.2%,2.4%,4.4%,40.2%,"R$ 41,02","R$ 67.579,29","R$ 67.579,29",10.0
9137.0,THE MEME GAME  MEMEGAME,"R$ 0,00007885",0.1%,15.1%,66.2%,45.9%,"R$ 12.236,60","R$ 67.533,32","R$ 67.533,32",10.0
9138.0,Rapid.fun  RAPID,"R$ 0,00006745",0.4%,2.8%,6.8%,-,"R$ 96,74","R$ 67.353,84","R$ 67.353,84",10.0
9139.0,LUMI  $LUMI,"R$ 0,00006727",-,-,-,-,"R$ 7,47","R$ 67.274,28","R$ 67.274,28",10.0
9140.0,Second World Games  SWIO,"R$ 0,009545",0.1%,0.1%,0.7%,10.9%,"R$ 19,15","R$ 67.045,77",R$ 1.431.761,5.0
9141.0,Doctor AI  DOCTOR,"R$ 0,00006699",-,1.8%,5.8%,10.3%,"R$ 25,16","R$ 66.933,95","R$ 66.933,95",10.0
9142.0,Power The Baby White Rhino  POWER,"R$ 0,00006702",-,-,-,-,"R$ 73,78","R$ 66.919,54","R$ 66.919,54",10.0
9143.0,BetDuel.ai  DUEL,"R$ 0,00006659",0.1%,3.5%,0.8%,4.9%,"R$ 418,36","R$ 66.898,29","R$ 66.898,29",10.0
9144.0,Trading Oracle  ORCL,"R$ 0,00006652",0.1%,1.6%,3.2%,9.3%,"R$ 252,39","R$ 66.813,38","R$ 66.813,38",10.0
9145.0,Secured On Blockchain  SOB,"R$ 0,06701",0.3%,0.7%,2.3%,45.1%,"R$ 854,35","R$ 66.715,68","R$ 66.715,68",10.0
9146.0,Manga  $MANGA,"R$ 0,00005767",-,1.1%,1.9%,5.0%,"R$ 9,24","R$ 66.479,46",R$ 1.153.378,6.0
9147.0,Insula  ISLA,"R$ 0,07317",-,-,-,-,"R$ 61,71","R$ 66.475,78","R$ 70.110,59",95.0
9148.0,Rewardable  REWARD,"R$ 0,0002674",0.5%,8.1%,22.3%,67.1%,"R$ 1.516,60","R$ 66.241,44",R$ 267.333,25.0
9149.0,Big Bear Bald Eagle  EAGLE,"R$ 0,00006595",0.1%,2.2%,9.3%,33.0%,"R$ 257,32","R$ 66.239,04","R$ 66.239,04",10.0
9150.0,Schnoz  SCHNOZ,"R$ 0,00006619",1.3%,2.4%,9.0%,-,"R$ 6.047,86","R$ 66.139,47","R$ 66.139,47",10.0
9151.0,POPNUT  POPNUT,"R$ 0,0000659",0.9%,2.2%,2.2%,10.4%,"R$ 6,39","R$ 66.129,01","R$ 66.129,01",10.0
9152.0,Habi  HABI,"R$ 0,0000667",-,-,-,-,"R$ 20,00","R$ 66.126,31","R$ 66.126,31",10.0
9153.0,DexQuark  QRK,"R$ 0,00007381",-,-,-,-,"R$ 14,09","R$ 66.110,56","R$ 66.110,56",10.0
9154.0,Beer Can Island  BCI,"R$ 0,0000661",-,-,-,-,"R$ 11,18","R$ 66.098,59","R$ 66.098,59",10.0
9155.0,the life of cat  CAT,"R$ 0,00006564",0.1%,1.6%,4.4%,21.0%,"R$ 658,45","R$ 65.959,77","R$ 65.959,77",10.0
9156.0,The Void  VOID,"R$ 0,001082",0.2%,3.7%,6.2%,33.2%,"R$ 327,89","R$ 65.668,42",R$ 108.232,61.0
9157.0,KING  KING,"R$ 0,0768",0.4%,2.4%,2.7%,5.3%,"R$ 5.721,83","R$ 65.555,12","R$ 65.555,12",10.0
9158.0,i aped  APED,"R$ 0,00006518",0.4%,1.2%,8.4%,17.3%,"R$ 11,64","R$ 65.383,49","R$ 65.383,49",10.0
9159.0,Nukey  NUKEY,"R$ 0,0000653",-,1.3%,13.2%,5.8%,"R$ 496,18","R$ 65.302,13","R$ 65.302,13",10.0
9160.0,Moongate Fun  MGTAI,"R$ 0,00001361",0.1%,1.5%,3.5%,5.6%,"R$ 11,15","R$ 65.269,25","R$ 65.269,25",10.0
9161.0,ZAZA  ZAZA,"R$ 0,00006523",-,-,-,-,"R$ 11,15","R$ 65.225,50","R$ 65.225,50",10.0
9162.0,LGCY Network  LGCY,"R$ 0,055294",0.2%,12.0%,11.1%,1.2%,"R$ 9.277,06","R$ 65.215,60",R$ 134.083,49.0
9163.0,Pew Pew  PEW,"R$ 0,00007258",-,-,-,-,"R$ 132,78","R$ 65.112,61","R$ 65.112,61",10.0
9164.0,Dwake On Sol  DWAKE,"R$ 0,00006498",-,-,-,-,"R$ 43,94","R$ 64.977,58","R$ 64.977,58",10.0
9165.0,Sigma AI Terminal  SAI,"R$ 0,00006493",-,-,-,-,"R$ 6,35","R$ 64.869,41","R$ 64.869,41",10.0
